,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
1565,Toy Story 3,PlayStation 3,2010-06-15,"Unleash your imagination in this new open world and play with Andy's toys your way. As Buzz, Woody, or Jessie, you choose what activities you want to do and the order you wish to do them. The more you use your imagination and create your own story, the more you get rewarded. [Disney Interactive]",78,7.9,"Toy Story 3 is a  2010 American computer-animated comedy-drama film produced by Pixar Animation Studios for Walt Disney Pictures. It is the third installment in the Toy Story series and the sequel to Toy Story 2 (1999). It was directed by Lee Unkrich, the editor of the first two films and the co-director of Toy Story 2, produced by Darla K. Anderson, and written by Michael Arndt, while Unkrich wrote the story along with John Lasseter and Andrew Stanton, respectively, director and co-writer of the first two films. The film's ensemble voice cast includes Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Jeff Pidgeon, Jodi Benson, John Morris, Laurie Metcalf and R. Lee Ermey (in his final voice role as Sarge before his death on April 15, 2018), reprising their roles from previous films. Jim Varney, who voiced Slinky Dog in the first two films, died on February 10, 2000, 10 years before the release of the third film, so the role of Slinky was passed down to Blake Clark. The returning cast is joined by Ned Beatty, Michael Keaton, Whoopi Goldberg, Timothy Dalton, Kristen Schaal, Bonnie Hunt, and Jeff Garlin who voice the new characters introduced in this film. In Toy Story 3, Andy Davis (Morris), now 17 years old, is going to college. Woody (Hanks), Buzz Lightyear (Allen), and the other toys are accidentally donated to Sunnyside Daycare, a daycare center, by Andy's mother (Metcalf), and the toys must decide where their loyalties lie.
In 2004, following disagreements between Disney CEO Michael Eisner and Pixar CEO Steve Jobs, Disney planned to make Toy Story 3 at the new studio Circle 7 Animation unit, with the tentative theatrical release date in early 2008. The script was developed in multiple versions; however, after Disney bought Pixar in early 2006, the Circle 7 version of the film was cancelled as the result of Circle 7's closure. The production was then transferred to Pixar, where a new script was developed. Randy Newman returned to compose the film's musical score. With a budget of $200 million, Toy Story 3 is one of the most expensive films of all time.
Toy Story 3 premiered at the Taormina Film Fest in Italy on June 12, 2010, and was released in the United States on June 18. It was the first film to be released theatrically with Dolby Surround 7.1 sound. Like its predecessors, Toy Story 3 received critical acclaim upon release, with critics praising the vocal performances, screenplay, emotional depth, animation, and Newman's musical score. The film earned $1.067 billion worldwide, finishing its theatrical run as the highest-grossing film of 2010. It is also the first animated film to reach $1 billion at the box-office, and was the highest-grossing animated film of all time until the release of Frozen in 2013 and was Pixar's highest-grossing film until the release of Incredibles 2 in 2018. Organizations like the National Board of Review and the American Film Institute named it as one of the top ten films of 2010. The film was nominated for five awards at the 83rd Academy Awards, winning two, and received numerous other accolades. A sequel, Toy Story 4, was released in 2019.

",,[]
1566,The Game of Life 2,Xbox 360,2021-03-29,"Customize your peg, hop in your car and race your friends and family through THE GAME OF LIFE 2 game, a contemporary multiplayer sequel to THE GAME OF LIFE board game. Pre-order on Nintendo Switch™ now from 15th March - 29th March (08:59 PT) and get an exclusive FREE additional in-game outfit for your peg! THE GAME OF LIFE 2 is here on Nintendo Switch! This digital board game is an official, contemporary sequel to the classic THE GAME OF LIFE game. It offers more choices and more freedom every stage of the game on a fully animated and immersive 3D board. You’ve got thousands of meaningful ways to live your life before reaching the finish line. THE GAME OF LIFE 2 is another one of Marmalade Game Studio’s classic board games for kids and adults alike.",53,tbd,,,[]
1567,Star Wars Pinball: Balance of the Force,Xbox 360,2013-10-16,"Feel the disturbance in the Force in Star Wars Pinball: Balance of the Force, featuring three brand new Star Wars pinball tables. The pack includes Star Wars: Episode VI Return of the Jedi, Starfighter Assault, and a table dedicated to Darth Vader.",88,6.1,,,[]
1568,MX Vs ATV: Supercross,Xbox,2014-10-28,"Rip, jump and scrub your way around 17 tracks and try to cross the finishing line first against more than 40 official riders and harvest all that motocross glory. Choose between bikes or ATVs, multiple game modes including Career, Single races and various local and online multiplayer events with up to 12 players. Perform amazing tricks to impress your fans or just 'whip' over jumps to finish the race first. Customize your rider with items from more than 80 licensed motocross companies and whirl up dirt and dust on your way to victory. 17 Supercross Tracks for both MX and ATV riding Career mode with 3 series More than 80 licensed motocross companies Over 40 professional riders licensed to race against New improved physics and control system including reinterpreting the fan favorite pre-load Multiplayer with up to 12 players Splitscreen Mode for 2 local players Motoclub Depot with regular content updates",48,4.8,,,[]
1569,Arctic Thunder,Xbox Series X,2001-09-17,"Climb on for a little high-speed snowmobile racing (and some hand-to-hand combat) with 19 characters/sleds to choose from, and 12 available tracks to tear up within race, training, battle, and arcade modes.",45,5.0,"Arctic Thunder is a snowmobile racing game developed by Midway Games. It was released as an arcade game, as well as on the Sony PlayStation 2 and Xbox consoles, and was a launch title for the latter. In the arcade version of the game, jets blow cold or hot winds, depending on the setting, in the player's face during gameplay. Arctic Thunder is part of Midway's Thunder series, which also included Hydro Thunder, 4 Wheel Thunder, Offroad Thunder, and Hydro Thunder Hurricane. The Xbox version of this game is not compatible with the Xbox 360. A Dreamcast port was also planned but was cancelled due to sagging sales of the console.A website was made available before the game's release. As of 2007, the site is no longer active.",Racing,"['Single-player', 'Multiplayer']"
1570,Battlefield 1,PlayStation 4,2016-10-18,"Intuitive destruction and dynamic weather ensure that no battle is ever the same. For even more gameplay possibilities, carve a path through walls and buildings, take down your enemies in creative ways, and leave your mark on the terrain around you through intuitive destruction. Through your actions, the pristine world around you change into a battle-scarred landscape, changing the world forever. With dynamic weather you will need to adapt your tactics to weather changes as the elements play a part in the battle. Playing the same map on a bright day, in heavy fog, or rain will impact what you see and hear, forcing you to adapt your play style on an ever-changing battlefield. Operations introduces a new way to play multiplayer. In Battlefield 1 you play a series of interconnected battles across multiple fronts. Play a sequence of battles where your actions have consequences beyond a single match, as you try to conquer territory or push back your attackers. At those times when you feel all is lost, call in the Behemoths - the largest fully player-controlled vehicles ever seen in Battlefield. Roam the battlefield and rain fire on your enemy to break their defenses. All-out war never felt so epic. Take control of the Armored Train, Air Ship, or the Battleship to dominate the battlefield across land, air, and sea. [Electronic Arts]",89,7.9,"Battlefield 1 is a first-person shooter game developed by DICE and published by Electronic Arts. It is the tenth installment in the Battlefield series and the first main entry in the series since Battlefield 4 in 2013. It was released for PlayStation 4, Windows, and Xbox One in October 2016.
Battlefield 1 received positive reviews from critics, who saw it as an improvement over the series' previous installments, Battlefield 4 and Battlefield Hardline. Most of the praise was directed towards its World War I setting, single-player campaigns, multiplayer modes, visuals, and sound design.
The game was a commercial success, selling over 15 million copies, and was followed by Battlefield V in 2018.",First-person shooter,"['Single-player', 'multiplayer']"
1571,Battlefield 1,PC,2016-10-21,"Intuitive destruction and dynamic weather ensure that no battle is ever the same. For even more gameplay possibilities, carve a path through walls and buildings, take down your enemies in creative ways, and leave your mark on the terrain around you through intuitive destruction. Through your actions, the pristine world around you change into a battle-scarred landscape, changing the world forever. With dynamic weather you will need to adapt your tactics to weather changes as the elements play a part in the battle. Playing the same map on a bright day, in heavy fog, or rain will impact what you see and hear, forcing you to adapt your play style on an ever-changing battlefield. Operations introduces a new way to play multiplayer. In Battlefield 1 you play a series of interconnected battles across multiple fronts. Play a sequence of battles where your actions have consequences beyond a single match, as you try to conquer territory or push back your attackers. At those times when you feel all is lost, call in the Behemoths - the largest fully player-controlled vehicles ever seen in Battlefield. Roam the battlefield and rain fire on your enemy to break their defenses. All-out war never felt so epic. Take control of the Armored Train, Air Ship, or the Battleship to dominate the battlefield across land, air, and sea. [Electronic Arts]",88,7.1,"Battlefield 1 is a first-person shooter game developed by DICE and published by Electronic Arts. It is the tenth installment in the Battlefield series and the first main entry in the series since Battlefield 4 in 2013. It was released for PlayStation 4, Windows, and Xbox One in October 2016.
Battlefield 1 received positive reviews from critics, who saw it as an improvement over the series' previous installments, Battlefield 4 and Battlefield Hardline. Most of the praise was directed towards its World War I setting, single-player campaigns, multiplayer modes, visuals, and sound design.
The game was a commercial success, selling over 15 million copies, and was followed by Battlefield V in 2018.",First-person shooter,"['Single-player', 'multiplayer']"
1572,Battlefield 1,Xbox One,2016-10-18,"Intuitive destruction and dynamic weather ensure that no battle is ever the same. For even more gameplay possibilities, carve a path through walls and buildings, take down your enemies in creative ways, and leave your mark on the terrain around you through intuitive destruction. Through your actions, the pristine world around you change into a battle-scarred landscape, changing the world forever. With dynamic weather you will need to adapt your tactics to weather changes as the elements play a part in the battle. Playing the same map on a bright day, in heavy fog, or rain will impact what you see and hear, forcing you to adapt your play style on an ever-changing battlefield. Operations introduces a new way to play multiplayer. In Battlefield 1 you play a series of interconnected battles across multiple fronts. Play a sequence of battles where your actions have consequences beyond a single match, as you try to conquer territory or push back your attackers. At those times when you feel all is lost, call in the Behemoths - the largest fully player-controlled vehicles ever seen in Battlefield. Roam the battlefield and rain fire on your enemy to break their defenses. All-out war never felt so epic. Take control of the Armored Train, Air Ship, or the Battleship to dominate the battlefield across land, air, and sea. [Electronic Arts]",87,7.6,"Battlefield 1 is a first-person shooter game developed by DICE and published by Electronic Arts. It is the tenth installment in the Battlefield series and the first main entry in the series since Battlefield 4 in 2013. It was released for PlayStation 4, Windows, and Xbox One in October 2016.
Battlefield 1 received positive reviews from critics, who saw it as an improvement over the series' previous installments, Battlefield 4 and Battlefield Hardline. Most of the praise was directed towards its World War I setting, single-player campaigns, multiplayer modes, visuals, and sound design.
The game was a commercial success, selling over 15 million copies, and was followed by Battlefield V in 2018.",First-person shooter,"['Single-player', 'multiplayer']"
1573,MonsterBag,PlayStation Vita,2015-04-07,"Forgetful Nia leaves behind her monster backpack, V, on her way to the bus stop. In a world afraid of monsters, help V catch up to Nia while avoiding been seen by the humans. Oh, yeah! Watch out for the apocalypse.",66,7.3,"MonsterBag is a puzzle stealth video game created by IguanaBee and published by Sony Computer Entertainment.

",Puzzle,['Single-player']
1574,Valhalla Knights: Eldar Saga,Wii,2009-09-30,"Valhalla Knights: Eldar Saga is the third installment of the popular action RPG and marks the first time the title is available on a home console. Enter into an epic tale that has endured for generations and generations. For centuries the land of Eldar has been synonymous with chaos and destruction; a place where monsters prey freely and demons wreak havoc, indiscriminate in their attacks. Legend tells of how, ages past, a being known as the Spirit King gained control of the creatures and waged an unrelenting war upon civilization. Order and life were brought to the brink of destruction, but an alliance of the four races was able to drive them back and seal the evil. Centuries have passed since that time, but once again the lands are slowly being overrun by the reemerging monsters. With the continent giving way to madness, a hero must come forth to reunite the races and confront the relentless enemy. And so the saga continues. [XSEED]",35,6.9,"Valhalla Knights: Eldar Saga (ヴァルハラナイツ エルダールサーガ), known in Europe as Eldar Saga, is an action role-playing game developed by K2 and released for the Wii. It is the third installment of the Valhalla Knights series. Valhalla Knights: Eldar Saga was released on September 29, 2009 in North America, October 8 in Japan and September 17, 2010 in Europe.",Action role-playing,"['Single-player', 'multiplayer']"
1575,Ar tonelico: Melody of Elemia,PlayStation 2,2007-02-06,"Journey throughout the world of Ar tonelico to find the key to destroying the viruses once and for all. Partner up with a Reyvateil, a girl who can create magic through songs, and fight your way back up the tower to save your home. Explore a Reyvateil's inner world with the revolutionary new Dive System, which allows you to go on ""Virtual Dates"" to increase their magical power. [NIS America]",71,8.1,,,[]
1576,Planescape: Torment - Enhanced Edition,PC,2017-04-11,"Uncover secrets of past lives in this story-rich, tactical roleplaying game set in Sigil, a dark fantasy city at the heart of the Dungeons & Dragons multiverse. Explore the planes, survive combat alongside a party of bizarre companions, and solve puzzles unlike any ever seen in the genre.",85,7.2,,,[]
1577,Star Wars: Jedi Starfighter,PlayStation 2,2002-03-10,"The galaxy is in turmoil as the events of Star Wars: Episode II rapidly approach. Mace Windu dispatches one of the Council's top Jedi - Adi Gallia - to investigate disturbances in the Karthakk system, as a secessionist movement threatens to expand. Using the Republic's new prototype Jedi starfighter, Adi Gallia sets out on missions which lead into events depicted in the Star Wars: Episode II film. She quickly gains an upper hand in space battles through Force powers, but will these be enough to counter the massive fleet of the evil Captain Toth and a mysterious figure that threatens the very foundations of the Galactic Republic system? [LucasArts]",81,7.9,"Star Wars: Jedi Starfighter is a 2002 action video game for the PlayStation 2 and Xbox, developed and published by LucasArts. It is the sequel to Star Wars: Starfighter. Jedi Starfighter takes place just prior to the events of Attack of the Clones and during the Battle of Geonosis. On November 17, 2015 it was re-released for the PlayStation 4 in North America as part of the Star Wars Battlefront limited edition console bundle.

",Action,"['Single-player', 'multiplayer']"
1578,Star Wars: Jedi Starfighter,Xbox,2002-05-13,"Star Wars: Jedi Starfighter reveals the events that lead into the Star Wars: Episode II film. As a secessionist movement threatens to expand, Mace Windu dispatches one of the Council's top Jedi--Adi Gallia--to investigate disturbances in the Karthakk system. Take the role of Adi as she maneuvers a prototype Jedi starfighter through the evil Captain Toth's massive fleet. Either solo or with a friend, you must use your Force powers against enemies that threaten the very foundation of the Galactic Republic.",78,4.4,"Star Wars: Jedi Starfighter is a 2002 action video game for the PlayStation 2 and Xbox, developed and published by LucasArts. It is the sequel to Star Wars: Starfighter. Jedi Starfighter takes place just prior to the events of Attack of the Clones and during the Battle of Geonosis. On November 17, 2015 it was re-released for the PlayStation 4 in North America as part of the Star Wars Battlefront limited edition console bundle.

",Action,"['Single-player', 'multiplayer']"
1579,The Castle Game,PlayStation 4,2015-08-04,"Ever played escort missions in a tower defense setting? Imagine using the defenses and walls to keep the enemies out, but also having safe and open paths for your allies to run through. Or how about having all the structures be destroyable? Now, some enemies are pretty dumb and will follow the path you cleverly designed, but the smarter ones will take out any structure that can pose a threat to them. So now you have defenses that can be damaged. To balance things out, you are given a giant hammer that can quickly repair structures. Engineers are also available to auto-repair any damaged structures nearby. [Neptune Interactive]",68,6.6,,,[]
1580,ESPN Sports Connection,Wii U,2012-11-13,"Play on your own, team up in co-op to experience new gameplay possibilities, or compete in multiplayer to take full advantage of Nintendo’s New Controller. Play six of the most popular sports: soccer, football, baseball, tennis, golf, and karting. Use the New Controller to control a blitz in football to sack the quarterback or score a curled free kick in soccer. Play with Wii MotionPlus using real sports gestures! Swing with precision in golf or hit a home run in baseball.",31,3.3,,,[]
1581,Hunting Simulator 2,Xbox One,2020-06-30,"With your hunting dog by your side, explore the Texan desert and forests of Colorado and Europe as you track down 33 animal species. Choose your gear from over 160 official weapons, accessories and clothing items (including Browning, Winchester and Bushnell).",63,5.3,,,[]
1582,Hunting Simulator 2,DS,2020-06-30,"With your hunting dog by your side, explore the Texan desert and forests of Colorado and Europe as you track down 33 animal species. Choose your gear from over 160 official weapons, accessories and clothing items (including Browning, Winchester and Bushnell).",54,1.5,,,[]
1583,LISA: The Painful,PC,2014-12-15,The miserable journey of a broken man...,77,8.7,,,[]
1584,Satellite Reign,PC,2015-08-28,"A real-time, class-based strategy game through which you control a team of four agents, each with distinct and unique abilities, collectively battling for control of a simulated, living cyberpunk city.",75,7.7,"Satellite Reign is a cyberpunk real-time tactics video game developed and published by 5 Lives Studios. The game was released for Windows, macOS, and Linux in August 2015. It is a spiritual successor to the Syndicate series, which co-founder and programmer Mike Diskett had worked on. The name of the game is derived from one of the weapons featured in Syndicate Wars called ""Satellite Rain"". It received positive reviews from critics.",Tactical role-playing game,"['Single-player', 'multiplayer']"
1585,Tomb Raider,PlayStation,1996-11-15,"Climb, swim, and backflip your way through a maze of cryptic deathtraps so realistic you can practically smell the decaying flesh. Unload an arsenal of lethal firepower on any wild-dog, giant lizard or blood-thirsty mercenary that gets in your way. Your mission is the deadliest one to date -- the recovery of the fabled Scion, an incredible treasure reputed to give its possessor vast power. Get ready to cross the globe to take on impossible odds while exploring Incan ruins, Ancient Rome, Egyptian Pyramids, and the Lost City of Atlantis...",91,8.4,"Tomb Raider, known as Lara Croft: Tomb Raider from 2001 to 2008, is a media franchise that originated with an action-adventure video game series created by British video game developer Core Design. The franchise is currently owned by CDE Entertainment; it was formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009 until Embracer Group purchased the intellectual property alongside Eidos in 2022. The franchise focuses on the fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.
Development of the first Tomb Raider began in 1994; it was released two years later. Its critical and commercial success prompted Core Design to develop a new game annually for the next four years, which put a strain on staff. The sixth game, Tomb Raider: The Angel of Darkness, faced difficulties during development and was considered a failure at release. This prompted Eidos to switch development duties to Crystal Dynamics, which has been the series' primary developer since. Other developers have contributed to spin-off titles and ports of mainline entries.
Tomb Raider games have sold over 95 million copies worldwide by 2022. while the entire franchise generated close to $1.2 billion in revenue by 2002. The series has generally been met with critical acclaim, and Lara Croft has become one of the most recognisable video game protagonists, winning accolades and earning places on the Walk of Game and Guinness World Records.

",Action-adventure,[]
1586,Tomb Raider,PlayStation 3,2013-03-05,An intense and gritty story of the origins of Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,87,8.3,"Tomb Raider, known as Lara Croft: Tomb Raider from 2001 to 2008, is a media franchise that originated with an action-adventure video game series created by British video game developer Core Design. The franchise is currently owned by CDE Entertainment; it was formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009 until Embracer Group purchased the intellectual property alongside Eidos in 2022. The franchise focuses on the fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.
Development of the first Tomb Raider began in 1994; it was released two years later. Its critical and commercial success prompted Core Design to develop a new game annually for the next four years, which put a strain on staff. The sixth game, Tomb Raider: The Angel of Darkness, faced difficulties during development and was considered a failure at release. This prompted Eidos to switch development duties to Crystal Dynamics, which has been the series' primary developer since. Other developers have contributed to spin-off titles and ports of mainline entries.
Tomb Raider games have sold over 95 million copies worldwide by 2022. while the entire franchise generated close to $1.2 billion in revenue by 2002. The series has generally been met with critical acclaim, and Lara Croft has become one of the most recognisable video game protagonists, winning accolades and earning places on the Walk of Game and Guinness World Records.

",Action-adventure,[]
1587,Tomb Raider,Xbox 360,2013-03-05,"Tomb Raider is a re-imagining of the infamous action-adventure franchise and explores the visceral origin story of this character. In the game, Lara Croft ascends from a frightened young lady on her first adventure and emerges as a hardened survivor. With only her sharp instincts and her innate ability to push the limits of human endurance, Lara must fight, explore, and use her intelligence to unravel the dark history of a forgotten island and escape its tight grip.",86,8.5,"Tomb Raider, known as Lara Croft: Tomb Raider from 2001 to 2008, is a media franchise that originated with an action-adventure video game series created by British video game developer Core Design. The franchise is currently owned by CDE Entertainment; it was formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009 until Embracer Group purchased the intellectual property alongside Eidos in 2022. The franchise focuses on the fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.
Development of the first Tomb Raider began in 1994; it was released two years later. Its critical and commercial success prompted Core Design to develop a new game annually for the next four years, which put a strain on staff. The sixth game, Tomb Raider: The Angel of Darkness, faced difficulties during development and was considered a failure at release. This prompted Eidos to switch development duties to Crystal Dynamics, which has been the series' primary developer since. Other developers have contributed to spin-off titles and ports of mainline entries.
Tomb Raider games have sold over 95 million copies worldwide by 2022. while the entire franchise generated close to $1.2 billion in revenue by 2002. The series has generally been met with critical acclaim, and Lara Croft has become one of the most recognisable video game protagonists, winning accolades and earning places on the Walk of Game and Guinness World Records.

",Action-adventure,[]
1588,Tomb Raider,PC,2013-03-04,An intense and gritty story of the origins of the infamous Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,86,8.4,"Tomb Raider, known as Lara Croft: Tomb Raider from 2001 to 2008, is a media franchise that originated with an action-adventure video game series created by British video game developer Core Design. The franchise is currently owned by CDE Entertainment; it was formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009 until Embracer Group purchased the intellectual property alongside Eidos in 2022. The franchise focuses on the fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.
Development of the first Tomb Raider began in 1994; it was released two years later. Its critical and commercial success prompted Core Design to develop a new game annually for the next four years, which put a strain on staff. The sixth game, Tomb Raider: The Angel of Darkness, faced difficulties during development and was considered a failure at release. This prompted Eidos to switch development duties to Crystal Dynamics, which has been the series' primary developer since. Other developers have contributed to spin-off titles and ports of mainline entries.
Tomb Raider games have sold over 95 million copies worldwide by 2022. while the entire franchise generated close to $1.2 billion in revenue by 2002. The series has generally been met with critical acclaim, and Lara Croft has become one of the most recognisable video game protagonists, winning accolades and earning places on the Walk of Game and Guinness World Records.

",Action-adventure,[]
1589,Defender of the Crown,Game Boy Advance,2002-10-07,It is a time of lusty wenches and black-hearted villains. King Richard has been slain and all of England is thrown into civil war. Only one person can lead the country to peace. Lay seige to castles and raid enemy strongholds to recover the lost crown. Enlist the aid of Robin Hood and outwit the vile Normans to restore order to the war-torn land. Face your foes on the battlefield or in grand tournaments of chivalry.,72,4.0,"Defender of the Crown is a strategy video game designed by Kellyn Beeck. It was Cinemaware's first game, and was originally released for the Commodore Amiga in 1986, setting a new standard for graphic quality in home computer games.
In 1987 it was ported to MS-DOS, the Atari ST and the Macintosh and a conversion was done for the Commodore 64. Later it was ported to the CDTV, CD-i and Atari Jaguar and conversions were made for the Nintendo Entertainment System (NES), Amstrad CPC, Apple IIGS and Intellivision. Unofficially a ZX Spectrum version was also made. A sequel, Defender of the Crown II, was released in 1993 for the CDTV and Amiga CD32. Two remakes have been released: Robin Hood: Defender of the Crown in 2003 and Defender of the Crown: Heroes Live Forever in 2007.",Strategy,['Single-player']
1590,Zombie Apocalypse,Xbox 360,2009-09-23,"[Xbox Live Arcade] As the zombie infection spreads uncontrollably and the undead outnumber humans, a small band of heavily equipped gunslingers set out to destroy as many zombies as they can and try to save any of the remaining survivors in Zombie Apocalypse. Up to four players can try and stop the zombie apocalypse with an arsenal of deadly weapons, such as an assault rifle, flame thrower, or grenade launcher, and when ammo is low a chainsaw will be your last line of defense against becoming one of the undead. This action packed, arcade-style shooter will test your dual analog stick shooting skills and ability to survive 55 days of relentless zombie attacks. Multiplayer action: Spill zombie guts side-by-side with up to four players in online or local multiplayer. Devastating weapons: Burn, saw, and dismember the undead with ten devastating weapons. Fatal hazards: Butcher the walking dead using jet turbines, wood chippers, and other fatal hazards. Survival strategy: Survive over 50 stages of brutal carnage in seven brain-splattering locations. Bonus game modes: Re-live the apocalypse with seven challenging unlockable game modes. [Konami]",66,7.8,,,[]
1591,Zombie Apocalypse,PlayStation 3,2009-09-24,"[Playstation Network] As the zombie infection spreads uncontrollably and the undead outnumber humans, a small band of heavily equipped gunslingers set out to destroy as many zombies as they can and try to save any of the remaining survivors in Zombie Apocalypse. Up to four players can try and stop the zombie apocalypse with an arsenal of deadly weapons, such as an assault rifle, flame thrower, or grenade launcher, and when ammo is low a chainsaw will be your last line of defense against becoming one of the undead. This action packed, arcade-style shooter will test your dual analog stick shooting skills and ability to survive 55 days of relentless zombie attacks. Multiplayer action: Spill zombie guts side-by-side with up to four players in online or local multiplayer. Devastating weapons: Burn, saw, and dismember the undead with ten devastating weapons. Fatal hazards: Butcher the walking dead using jet turbines, wood chippers, and other fatal hazards. Survival strategy: Survive over 50 stages of brutal carnage in seven brain-splattering locations. Bonus game modes: Re-live the apocalypse with seven challenging unlockable game modes. [Konami]",61,7.3,,,[]
1592,Great War Nations: The Spartans,Xbox 360,2008-05-05,"Combine economic development with tactical real time battles, all fully rendered in glorious 3D in Great War Nations: The Spartans. Spanning two campaigns each with seven missions, take over control of the legendary people of Macedonia and Sparta. You will fight alongside great heroes and bring peace to the city states of ancient Greece. Assemble your army and fight with your soldiers for wealth and peace, becoming more successful than even Alexander The Great. But beware: It will not be just your enemies who will envy you. [DreamCatcher Interactive]",52,6.2,,Real-time strategy,"['Single-player', 'multiplayer']"
1593,Fishing Master,Wii,2007-09-18,"Fishing gets closer to home in Fishing Master, a title that takes arcade style fishing and updates it for a whole new generation. Utilizing both the Wii Remote and Nunchuk, players bait, cast, hook, & battle a variety of different fish, all from the comfort of their living rooms. Players assume the role of an up-and-coming fisherman tasked by his grandfather to compete in increasingly difficult fishing tournaments to attain the coveted Fishing Master title. Deep in accessible and varied gameplay, Fishing Master sports a single-player mode and a four-player head-to-head multiplayer mode aiming to have players reeling in the fun for days. [Hudson]",58,8.1,"Fishing Master (めざせ！！釣りマスター, Mezase!! Tsuri Master) is a fishing video game for the Nintendo's Wii console that was released on September 18, 2007 In this game the player uses the Wii Remote to fish. Most of the fish players can catch are real, but there are some fictional fish can be caught as the game progresses. Players can also buy upgrades of their pole and new kinds of bait. Its sequel Fishing Master World Tour was released on January 6, 2009, in North America. The game was ported to mobile phones in 2010, but it has since been taken down after Hudson Soft became fully bankrupt and was absorbed into Konami.

",,[]
1594,Boom Blox Bash Party,Wii,2009-05-19,"BOOM BLOX Bash Party is even more fun to play with friends and family, featuring twice as many multiplayer challenges as the original, and now offers team-based challenges! Players can play with or against friends, solo or in teams, knocking down blocks, destroying towers, slinging and launching blocks and characters, for tons of high-energy, family-friendly fun! BOOM BLOX Bash Party is packed with tons of new features. The game showcases new block types, including: virus and conveyor blox, new blox shapes, such as: cylinders and wedges, and new tools that make for even more destructive fun. Players find twists on BOOM BLOX game play favorites like throwing and grabbing. Players now can also sling, launch, and blow the competition away with new cannon, paint ball and slingshot tools. Even the characters are in on the action as BOOM BLOX Bash Party features a new cast of wacky blox characters. This time they don’t just cheer you on, they are now blox themselves and you can throw, stack or even launch them, utilizing them to create even more madness and mayhem. The fun continues online as BOOM BLOX Bash Party enables players to download even more new levels via the Internet. With the press of a button, players can grab, play and rate new levels from EA as well as levels created by members of the BOOM BLOX Bash Party community. Using the game's easy-to-use Create Mode, players now have the power to share the levels they built with friends, or submit their masterpiece to be shared with the world! The expanded Create Mode lets players build and create like never before, giving them access to the same tool set the EA development team used to create each and every level in the game. [Electronic Arts]",86,7.8,"Boom Blox Bash Party, called Boom Blox Smash Party in non-English territories, is a puzzle video game by Electronic Arts for the Wii. The sequel to Boom Blox (2008), it was developed by EA Los Angeles and directed by filmmaker Steven Spielberg. The game features more than 400 levels, and players are able to download new levels and upload their own custom-created levels to share online.
The gameplay of Boom Blox Bash Party resembles the original's, but features new mechanics. It has less emphasis on the shooting mode, which the developers commented was their least favorite mode of play in Boom Blox. It was created as part of a deal between Electronic Arts and Steven Spielberg to make three original properties, though it does not count as one of the three original properties. As of April 2012, EA has shut down the online servers, meaning players can no longer upload and download user created games.",Puzzle,"['Single-player', 'multiplayer']"
