,Title,platform,release_date,summary,meta_score,user_review
1905,Pikuniku,PC,2019-01-24,"Pikuniku is a puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems. Help peculiar characters overcome struggles, uncover a deep state conspiracy, and start a fun little revolution in this delightful dystopian adventure.",74,7.2
1906,Dogos,Xbox One,2016-09-07,"Putting the player in the shoes of Desmond Phoenix, a skilled pilot in command of sophisticated ships equipped with various types of powerful weapons, DOGOS invites you to explore 14 original open world levels completely made in 3D, giving players the opportunity to meet goals from any angle they can imagine! Intensive action, an insane amount of shooting and explosions, (not kidding a lot of explosions), all accompanied by an incredible and catchy soundtrack.",63,tbd
1907,Songbringer,PlayStation 4,2017-09-05,Darkness sleeps just beneath the cracks on the ever-changing planet. The curious will uncover powerful artifacts and forge them anew. The strong will take the nanosword and crush galactic giants.,71,6.4
1908,Songbringer,PC,2017-09-01,Explore 308 million procedurally-generated worlds. Awaken and face dormant evil. Uncover lost technology and create powerful artifacts. Those familiar with the nanosword will crush giants and check galactic war.,68,tbd
1909,DIRT 5,Xbox One,2020-11-03,"Take a trip around the world to and race on over 70+ unique routes across 10 different global locations in stunning environments complete with dynamic weather and time of day. Get behind the wheel of an eclectic and exciting roster of cars. World-renowned voice talents troy baker and nolan north head up the cast of dirt 5's story-driven Career mode. Local split-screen of up to four players on offline modes, including Career, makes dirt 5 the perfect couch multiplayer racing game as you battle for position with your friends. Capture your biggest jumps and best moves with a detailed photo mode, and show your creative flair with dirt's deepest ever livery editor for all cars.",83,5.8
1910,DIRT 5,Xbox Series X,2020-11-10,"Let Loose in DIRT 5 - the boldest off-road racing experience ever, with a star-studded Career, four-player split-screen, innovative online modes, livery editor and more. Blaze a trail on global tracks, covering gravel, ice, snow and sand, with cars ranging from rally icons, to trucks, to GT heroes.",81,6.2
1911,DIRT 5,PlayStation 5,2020-11-12,"On PS5, experience technical advances brought to life in an amplified off-road racer, such as faster loading times, greater graphical fidelity and a 120FPS option. Dirt 5 also utilises ps5's dual sense Controller features, including haptic feedback and adaptive triggers, so you can feel every bump, scrape and slide behind the wheel. All dirt 5 players on PlayStation 4 are entitled to a free upgrade to the next-gen optimized version on PlayStation 5.",80,5.5
1912,DIRT 5,PlayStation 4,2020-11-03,"Take a trip around the world to and race on over 70+ unique routes across 10 different global locations in stunning environments complete with dynamic weather and time of day. Get behind the wheel of an eclectic and exciting roster of cars. World-renowned voice talents troy baker and nolan north head up the cast of dirt 5's story-driven Career mode. Local split-screen of up to four players on offline modes, including Career, makes dirt 5 the perfect couch multiplayer racing game as you battle for position with your friends. Capture your biggest jumps and best moves with a detailed photo mode, and show your creative flair with dirt's deepest ever livery editor for all cars.",79,5.1
1913,DIRT 5,PC,2020-11-06,"Take a trip around the world to and race on over 70+ unique routes across 10 different global locations in stunning environments complete with dynamic weather and time of day. Get behind the wheel of an eclectic and exciting roster of cars. World-renowned voice talents troy baker and nolan north head up the cast of dirt 5's story-driven Career mode. Local split-screen of up to four players on offline modes, including Career, makes dirt 5 the perfect couch multiplayer racing game as you battle for position with your friends. Capture your biggest jumps and best moves with a detailed photo mode, and show your creative flair with dirt's deepest ever livery editor for all cars.",72,4.2
1914,Crusader Kings,PC,2004-09-28,"Crusader Kings is a strategy game based on the award-winning and highly successful ""Europa Universalis"" engine. It focuses on the feudal kingdoms of medieval Europe in the time period of 1066 to 1453 A.D. The map covers all of Europe, stretching roughly to the Urals in the east and including parts of Persia and the Arabian Peninsula as well as the coast of North Africa. The player is the leader of a glorious dynasty. Increase the greatness of your lands and your treasure coffins, build Cathedrals and Castles, and combat Highway Robber Bands and defecting vassals. Introduce laws and set taxes, interact with hundreds of courtiers and nobles. Historical multiple-choice events will spawn from the actions of your monarch. [Strategy First]",73,7.5
1915,AirForce Delta Strike,PlayStation 2,2004-02-03,"(Also known as ""Airforce Delta Blue Wing Knights"") Strap in and take off. The latest addition to the successful AirForce Delta franchise flies onto the Sony PlayStation®2 Entertainment System with AirForce Delta Strike. Join a cast of highly skilled pilots and get lost in this gripping universe with multiple endings and non-stop action. AFDS flies into uncharted territory with its unique brand of action flight combat, interplanetary missions, compelling characters and intense futuristic storyline. [Konami]",66,7.0
1916,ZEN Pinball 2: Marvel's Avengers: Age of Ultron,PlayStation 4,2015-04-22,"Inspired by Marvel's Avengers: Age of Ultron, the epic follow-up to the biggest Super Hero movie of all time, this table will let you experience when Tony Stark jumpstarts a dormant peacekeeping program and things go awry for Earths Mightiest Heroes, including Iron Man, Captain America, Thor, The Incredible Hulk, Black Widow and Hawkeye, as they are put to the ultimate test as they battle to save the planet from destruction at the hands of the villainous Ultron. Table Features: - Dedicated game modes for each Avenger, including a first-person minigame to test your sharpshooting skills as Hawkeye. - Utilize the power of the Avengers team to overcome the challenges ahead. - Spectacular aerial and melee combat sequences between Iron Man and Ultron. - Selectable difficulty to cater to your specific skill level.",65,tbd
1917,The Sims 3: World Adventures,PC,2009-11-16,"Players can take their Sims on new journeys to famous real-world inspired destinations around the globe for the first time ever and seek out new adventures. While exploring the landmarks of an exotic city, there is no telling what the Sims will find. From mastering martial arts in Shang Simla, China, discovering rich culture and famous landmarks on a romantic getaway to Champs Les Sims, France or exploring the depths of ancient tombs in Al Simhara, Egypt, players can take their Sims on a journey that will change their Sims’ lives. Players can accept challenges to search for secret treasures, learn new skills and chase down new personal opportunities, meet new Sims with unique personalities, share their culture and bring them home, discover new styles on their travels, and share everything they encounter on their adventures with the world through personal photographs, movies, and stories. [Electronic Arts]",81,7.7
1918,CMT Presents: Karaoke Revolution Country,PlayStation 2,2006-03-21,"Karaoke Revolution goes country for the first time as Konami partners with Country Music Television to deliver the first-ever karaoke game dedicated to a specific music genre. Featuring 35 songs -- including classics like The Gambler and Stand By Your Man, and recent hits like Redneck Woman, Save A Horse (Ride A Cowboy), and When The Sun Goes Down, CMT Presents: Karaoke Revolution Country is the hottest new addition to the Karaoke Revolution series. The game will let country music fans sing with – and compete against – friends with the two microphone mode to perform duets, and expanded multiplayer and party modes that are sure to enhance any party. Additionally, Karaoke Revolution Country provides support for the EyeToyUSB Camera so players can create a 3D model of their own head and watch as they perform on stage. [Konami]",71,tbd
1919,TransWorld Surf,Xbox,2001-11-14,"TransWorld Surf lets you pull off all the massive airs and blazing tailslides of professional surfers, including Taj Burrow, Andy Irons, and Shane Dorian. This is your chance to drop into more than 20 of the world's most challenging breaks in locations such as Todos Santos, Hossegor, and Tavarua. Conquer the waves with a friend, hitch a ride with the Reef Girls, watch out for the hungry sharks, and remember to save your best moves for photographers who just may put you on the in-game cover of TransWorld Surf.",76,tbd
1920,TransWorld Surf,PlayStation 2,2002-04-30,"Use the moves that made guys like Taj Burrow, Andy Irons and Shane Dorian famous to pull off massive airs, blazing tailslides and hundreds of other mind-numbing tricks. Drop into over 20 of the world?s sweetest breaks and get hooked on incredibly realistic water! Transport yourself to internationally renowned surf locales including Todos Santos, Hossegor and Tavarua. Surf against your friends in exciting multi-player modes including Shark Attack and King of the Wave. Learn how the pros do it by watching real surf videos. [Infogrames]",76,6.9
1921,Blair Witch Volume III: The Elly Kedward Tale,Xbox 360,2000-11-25,"A suspense-filled action title with puzzle-solving elements and spell-based combat. Set in 1785, the game takes place a few weeks after Elly Kedward, the so-called Blair Witch, was banished to the dark woods surrounding the small town of Blair, Maryland. [Gathering of Developers]",55,4.8
1922,King's Bounty: The Legend,PC,2008-09-23,"King’s Bounty: The Legend is an adventure RPG with tactical turn-based battles unfolding in a fairytale fantasy world of fearless knights, evil mages, wise kings and beautiful princesses. The player leads their character through the game world; exploring it; commanding armies in battle; and completing required and bonus quests. The game falls into two separate modes: Adventure Mode and Combat Mode. In adventure mode, the player controls the character in real-time, taking him through the adventure map seeking treasure, and completing quests. In combat mode, the player takes on the role of war chief, leading their troops through battle in a chess-like format. [Atari]",79,8.7
1923,Battle Isle: The Andosia War,PC,2000-11-29,"On the border between exciting real-time maneuvers and the demands of strategic planning, a new exciting kind of game experience emerges where there is a time for cool planning, quick reactions, discovery of stunning landscapes, and time for pursuing mission goals! [Blue Byte]",70,7.7
1924,Gleamlight,Wii,2020-08-20,"This is a story of light - of Gleam, in a world of glass stained in darkness. Welcome to Gleamlight – a 2D action game that will take you through an adventure traversing a beautiful, transient world. Immerse yourself amid the beautiful stained glass artistry as you navigate without the reliance of any standard game UI, while tracing the world’s mysterious unspoken story. What will you, as Gleam, sense and feel through your travels across this beautiful, yet fearsome world of glass? ◆A World Made of Glass The world beautifully unfurls before you with lush trees, boulders of all sizes, and various paraphernalia, all in the form and shape of glass. Prepare to explore this fantastical world where light warms the glass and darkness stains it with bitter cold. ◆A Game Without UI The game has been designed to immerse players into the world and story without being obstructed by any standard game UI, allowing players to organically enjoy the action and tension of defeating enemies and traversing the world. ◆An Unspoken Story The story behind what happened in this world, and what is to come is up to you as the player. Discover and piece together the story through your adventure, and save this beautiful, transient world of glass.",42,2.6
1925,Saw II: Flesh & Blood,PlayStation 2,2010-10-19,"Step into the dark and tormented world of Saw 2 and experience the gruesome traps that Jigsaw has created to test your will to survive. With new traps, puzzles, and combat system players will need to think fast and act quick to pass the rigors of the tests Jigsaw has engineered. Set between the Saw and Saw II movies, the game follows Detective Tapp's estranged son Michael, who become Jigsaw's next subject while he is investigating father's recent death.",47,5.3
1926,Saw II: Flesh & Blood,Switch,2010-10-19,"Step into the dark and tormented world of Saw 2 and experience the gruesome traps that Jigsaw has created to test your will to survive. With new traps, puzzles, and combat system players will need to think fast and act quick to pass the rigors of the tests Jigsaw has engineered. Set between the Saw and Saw II movies, the game follows Detective Tapp's estranged son Michael, who become Jigsaw's next subject while he is investigating father's recent death.",45,6.2
1927,Hearthstone: Heroes of Warcraft,PC,2014-03-11,"Hearthstone is a free-to-play digital strategy card game that anyone can enjoy. Players choose one of nine epic Warcraft heroes to play as, and then take turns playing cards from their customizable decks to cast potent spells, use heroic weapons or abilities, or summon powerful characters to crush their opponent.",88,5.8
1928,Five Dates,PlayStation 4,2020-11-17,"Five Dates is a completely live-action, interactive romantic comedy. The plot follows Vinny, a millennial from London, joins a dating app for the first time while living in lockdown. From a choice of five interested women, the player can control who Vinny video dates and how he interacts with their very different personalities. The interactive story unfolds in a multitude of different directions, each exploring whether compatibility, chemistry and connection are still possible in a world where physical touch is no longer an option. Five Dates is a fast-turnaround rom-com project that has been conceptualized and developed during lockdown. Mandip Gill, who played Doctor Who’s companion in the last two series of the long-running UK show, is joined by Georgia Hirst (Vikings), Marisa Abela (who is a lead in Lena Dunham’s upcoming BBC project Industry), Taheen Modak (co-lead in Maisie Williams’ new Sky show Two Weeks To Live), and Sinead Harnett (UK singer/influencer) in the cast.",79,5.6
1929,Street Fighter: 30th Anniversary Collection,PlayStation 4,2018-05-29,"Celebrate the 30th Anniversary of the iconic Street Fighter franchise with the ultimate tribute to its arcade legacy in the Street Fighter 30th Anniversary Collection. This content-rich all-in-one package highlights the series' past in an anthology of 12 classic titles with arcade-perfect balancing including the original Street Fighter, Street Fighter II, Street Fighter II: Champion Edition, Street Fighter II: Hyper Fighting, Super Street Fighter II, Super Street Fighter II: Turbo, Street Fighter Alpha, Street Fighter Alpha 2, Street Fighter Alpha 3, Street Fighter III, Street Fighter III: 2nd Impact and Street Fighter III: Third Strike. The collection also offers a definitive online experience across four of the included titles; Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike. Street Fighter players can recreate the classic arcade gaming experience by competing against the CPU whilst waiting for friends in online battles where they can put their fighting skills to the ultimate test. Fans of the series can also enjoy diving into the past 30 years of Street Fighter history with rich character bios, a huge Museum Mode including never before seen art and interactive timeline, and listen to tracks in the Music Player. GAMEPLAY FEATURES: * Celebrate 30 years of the most iconic fighting game series The hit series with over 39 million units in global sales returns for its 30th anniversary celebration with a compilation of 12 classic arcade titles in one package. * Relive the titles that made gaming history Includes the original Street Fighter released in 1987 which introduced two of gaming's most famous heroes, Ryu and Ken. Additionally, the iconic Street Fighter II became the first ever one-on-one video game that gave players a choice of characters, including the debut of the series' strongest female Chun-Li. Street Fighter III continued the core numbered series and was the first game to introduce the parry attack. * New gameplay options including online play Players can utilize save states as they progress through the game offline. In addition, players can duke it out online in four classic titles (Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike). In addition to Ranked and Casual Match options, up to four players can join a lobby where they can play against the CPU while waiting for their match. Each title will have their own Global leaderboard and the ""rewind"" tech ensures low-latency online battles. * Hadoken your way down memory lane Revisit historic moments from the series and explore an interactive timeline of events that helped create one of the world's leading fighting game series. View stunning pieces of concept art and uncover little known facts behind each game release. * Learn more about fan-favorite characters Scroll through character bios and learn new details about series favorites whilst enjoying sprites and key animations to see how the classic fighters have evolved over time. * Remember the tunes! Sit back and enjoy the most memorable Street Fighter tracks from the collection in the Music Player.",83,7.3
1930,Street Fighter: 30th Anniversary Collection,Switch,2018-05-29,"Celebrate the 30th Anniversary of the iconic Street Fighter franchise with the ultimate tribute to its arcade legacy in the Street Fighter 30th Anniversary Collection. This content-rich all-in-one package highlights the series' past in an anthology of 12 classic titles with arcade-perfect balancing including the original Street Fighter, Street Fighter II, Street Fighter II: Champion Edition, Street Fighter II: Hyper Fighting, Super Street Fighter II, Super Street Fighter II: Turbo, Street Fighter Alpha, Street Fighter Alpha 2, Street Fighter Alpha 3, Street Fighter III, Street Fighter III: 2nd Impact and Street Fighter III: Third Strike. The collection also offers a definitive online experience across four of the included titles; Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike. Street Fighter players can recreate the classic arcade gaming experience by competing against the CPU whilst waiting for friends in online battles where they can put their fighting skills to the ultimate test. Fans of the series can also enjoy diving into the past 30 years of Street Fighter history with rich character bios, a huge Museum Mode including never before seen art and interactive timeline, and listen to tracks in the Music Player. GAMEPLAY FEATURES: * Celebrate 30 years of the most iconic fighting game series The hit series with over 39 million units in global sales returns for its 30th anniversary celebration with a compilation of 12 classic arcade titles in one package. * Relive the titles that made gaming history Includes the original Street Fighter released in 1987 which introduced two of gaming's most famous heroes, Ryu and Ken. Additionally, the iconic Street Fighter II became the first ever one-on-one video game that gave players a choice of characters, including the debut of the series' strongest female Chun-Li. Street Fighter III continued the core numbered series and was the first game to introduce the parry attack. * New gameplay options including online play Players can utilize save states as they progress through the game offline. In addition, players can duke it out online in four classic titles (Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike). In addition to Ranked and Casual Match options, up to four players can join a lobby where they can play against the CPU while waiting for their match. Each title will have their own Global leaderboard and the ""rewind"" tech ensures low-latency online battles. * Hadoken your way down memory lane Revisit historic moments from the series and explore an interactive timeline of events that helped create one of the world's leading fighting game series. View stunning pieces of concept art and uncover little known facts behind each game release. * Learn more about fan-favorite characters Scroll through character bios and learn new details about series favorites whilst enjoying sprites and key animations to see how the classic fighters have evolved over time. * Remember the tunes! Sit back and enjoy the most memorable Street Fighter tracks from the collection in the Music Player.",81,7.7
1931,Street Fighter: 30th Anniversary Collection,Xbox One,2018-05-29,"Celebrate the 30th Anniversary of the iconic Street Fighter franchise with the ultimate tribute to its arcade legacy in the Street Fighter 30th Anniversary Collection. This content-rich all-in-one package highlights the series' past in an anthology of 12 classic titles with arcade-perfect balancing including the original Street Fighter, Street Fighter II, Street Fighter II: Champion Edition, Street Fighter II: Hyper Fighting, Super Street Fighter II, Super Street Fighter II: Turbo, Street Fighter Alpha, Street Fighter Alpha 2, Street Fighter Alpha 3, Street Fighter III, Street Fighter III: 2nd Impact and Street Fighter III: Third Strike. The collection also offers a definitive online experience across four of the included titles; Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike. Street Fighter players can recreate the classic arcade gaming experience by competing against the CPU whilst waiting for friends in online battles where they can put their fighting skills to the ultimate test. Fans of the series can also enjoy diving into the past 30 years of Street Fighter history with rich character bios, a huge Museum Mode including never before seen art and interactive timeline, and listen to tracks in the Music Player. GAMEPLAY FEATURES: * Celebrate 30 years of the most iconic fighting game series The hit series with over 39 million units in global sales returns for its 30th anniversary celebration with a compilation of 12 classic arcade titles in one package. * Relive the titles that made gaming history Includes the original Street Fighter released in 1987 which introduced two of gaming's most famous heroes, Ryu and Ken. Additionally, the iconic Street Fighter II became the first ever one-on-one video game that gave players a choice of characters, including the debut of the series' strongest female Chun-Li. Street Fighter III continued the core numbered series and was the first game to introduce the parry attack. * New gameplay options including online play Players can utilize save states as they progress through the game offline. In addition, players can duke it out online in four classic titles (Street Fighter II: Hyper Fighting, Super Street Fighter II: Turbo, Street Fighter Alpha 3 and Street Fighter III: Third Strike). In addition to Ranked and Casual Match options, up to four players can join a lobby where they can play against the CPU while waiting for their match. Each title will have their own Global leaderboard and the ""rewind"" tech ensures low-latency online battles. * Hadoken your way down memory lane Revisit historic moments from the series and explore an interactive timeline of events that helped create one of the world's leading fighting game series. View stunning pieces of concept art and uncover little known facts behind each game release. * Learn more about fan-favorite characters Scroll through character bios and learn new details about series favorites whilst enjoying sprites and key animations to see how the classic fighters have evolved over time. * Remember the tunes! Sit back and enjoy the most memorable Street Fighter tracks from the collection in the Music Player.",80,7.6
1932,Shooty Fruity,PlayStation 4,2017-12-19,"Do your job whilst shooting guns! Shooty Fruity combines job simulation with exhilarating combat that makes you feel like a true action hero - whether McClane, Wick or Rambo. Take on new roles and unlock weapons to fight your way through your career. Scan shoot repeat!",79,7.1
1933,Little League World Series Baseball 2008,Wii,2008-08-05,"Little League World Series is the first officially licensed Little League video game to hit next-generation consoles. Bat, pitch and field your way from local sandlot slugger to Little League World Series Champion. Featuring eight U.S. and eight international teams, extraordinarily deep character customization, World Series Mode, and various skill based challenges, Little League World Series offers an exciting, authentic baseball experience. Motion-sensing controls on Wii make it accessible for Little League players and parents, while the DS version gives players the freedom to get on the diamond anywhere. [Activision]",70,8.0
1934,Top Gear Dare Devil,PlayStation 2,2000-12-11,"No secret handshake. No decoder ring. No stupid hat. All you need to be a member of the jet-setting Dare Devils, the most elusive and outlawed driving club in the world, is good reflexes, a gut full of courage and an artistic eye for mayhem. Wreak havoc in Rome, London, Tokyo and San Francisco, unlock fast cares and hidden courses--but if you're caught, deny everything.",62,6.4
1935,Farming Simulator 20,Switch,2019-12-03,"In Farming Simulator 20, take control of vehicles and machines faithfully recreated from leading brands in the industry. For the first time on Nintendo Switch, this includes John Deere, the largest agriculture machinery company in the world. Drive other famous farming brands such as Case IH, New Holland, Challenger, Fendt, Valtra, Krone, Deutz-Fahrand many more. Farming Simulator 20 features a new North American environment in which to develop and expand your farm. Enjoy many exciting farming activities, including new machinery and crops with cotton and oats, new to the Nintendo Switch! Tend to your livestock of pigs, cows, and sheep, and now ride your own horses, letting you explore the vast land around your farm in a brand-new way.",59,2.2
1936,Crystal Rift,PlayStation 4,2016-11-29,"A grid-based dungeon-crawler in classic first person perspective. Crystal Rift is inspired by classic dungeon games such as Dungeon Master and Eye of the Beholder with grid-based movement. It has been developed primarily for VR, but is also an experience for those without headsets.",37,6.6
1937,America's Army: True Soldiers,Wii,2007-11-15,"The multiplayer mode is a key feature of America’s Army: True Soldiers with eight maps developed by Red Storm Entertainment and full Xbox LIVE online gaming service Clan support, so teams will be able to quickly jump online and compete. Players immerse themselves within the true infantry experience of a modern Soldier. As a Soldier in single-player mode, advance through your career and take on roles such as Rifleman, Grenadier, Automatic Rifleman and Sniper. Red Storm and the Army have worked together to make sure that the America’s Army: True Soldiers gameplay experience is an authentic Army experience. The America’s Army: True Soldiers game accurately portrays the values that guide Soldiers in the U.S. Army, by specifically incorporating gameplay based on mission accomplishment, teamwork, leadership, rules of engagement and respect for life and property. Just like in real combat, honor and respect must be earned, and in the game, the Play-Lead-Recruit feature allows players to earn respect as they move up through the ranks and become true leaders. Teammates can award points to other team members who play honorably and jump in when the mission is on the line. As the most realistic U.S. Army experience on a console, America’s Army: True Soldiers features high-tech equipment, including a Blue Force Tracker that improves recognition of targets while increasing information to the player. Additional Intel will be gathered by the Raven UAV and displayed on their Blue Force Tracker. AI teammates can share Intel via in-game voice-over. [Ubisoft]",43,6.7
1938,Capcom Classics Collection Remixed,PSP,2006-03-22,"Capcom Classics Collection Remixed provides quality entertainment that delves deep into Capcom’s history, offering players more depth and gameplay challenges. Play this latest cache of classics in several aspect ratios including normal, stretch or, depending on the title, its original vertical orientation. Fully customizable controls enhance the gaming experience by allowing the reassignment of the analog stick to accommodate vertical games. Enjoy the timeless hits of yesteryear with the wireless capabilities the portable system has to offer such as joining no-fuss multiplayer games and downloading music. Players will need to be pried away from this game as the multitude of bonus materials will have them glued to the system wanting more. The 20 games in this collection include the following: 1941, Avengers, Block Block, Captain Commando, Magic Sword, Quiz and Dragons, Street Fighter, Strider, Three Wonders and Varth. [Capcom]",72,6.3
1939,NBA 2K10,PlayStation 3,2009-10-06,"NBA Today - All the real world matchups, news and stats are automatically streamed right into your game. No longer will your commentary and overlays be stale and out of date. NBA Today keeps everything fresh and up to date based upon what is really happening in the NBA. My Player Mode - Create the ultimate NBA player and guide his every career move. Start as an undrafted rookie in the Summer Circuit; work hard enough and you may get an invite to participate in an NBA team’s training camp, or you may end up in the D-League. The road to being an NBA star is a long and hard battle. Living Rosters - The 2K Insider and his team of NBA analysts continue to keep NBA 2K10 fresh with up-to-date team and player information, including roster and lineup moves, trades, injuries and player ratings. Now track all of the changes through the season with interactive menus and analysis. Seamless Online Experience - Forget the past, with NBA2K10 online play is fully incorporated into every mode of the game. Now you can play the AI, challenge the friend sitting next to you or play your buddy across town anytime, from anywhere in the game. Signature Play - Signature Play pulls together all of NBA 2K’s player Signature Styles and adds in all-new Signature Tendencies and facial expressions, creating NBA 2K10 teams that play and react like their real life counterparts for an unbelievably realistic NBA experience. [2K Sports]",83,7.8
1940,NBA 2K10,Xbox 360,2009-10-06,"NBA Today - All the real world matchups, news and stats are automatically streamed right into your game. No longer will your commentary and overlays be stale and out of date. NBA Today keeps everything fresh and up to date based upon what is really happening in the NBA. My Player Mode - Create the ultimate NBA player and guide his every career move. Start as an undrafted rookie in the Summer Circuit; work hard enough and you may get an invite to participate in an NBA team’s training camp, or you may end up in the D-League. The road to being an NBA star is a long and hard battle. Living Rosters - The 2K Insider and his team of NBA analysts continue to keep NBA 2K10 fresh with up-to-date team and player information, including roster and lineup moves, trades, injuries and player ratings. Now track all of the changes through the season with interactive menus and analysis. Seamless Online Experience - Forget the past, with NBA2K10 online play is fully incorporated into every mode of the game. Now you can play the AI, challenge the friend sitting next to you or play your buddy across town anytime, from anywhere in the game. Signature Play - Signature Play pulls together all of NBA 2K’s player Signature Styles and adds in all-new Signature Tendencies and facial expressions, creating NBA 2K10 teams that play and react like their real life counterparts for an unbelievably realistic NBA experience. [2K Sports]",82,7.5
1941,NASCAR 06: Total Team Control,Xbox,2005-08-30,"NASCAR 06: Total Team Control lets you go beyond the simple racing experience and play a part in a racing team. You'll communicate with and take control of other team members during a race as well as communicate with your pit crew. Customize a driver and build a team, and then take your drivers through 22 real Nextel series tracks and 14 fantasy ones. Use the game's voice recognition feature to give verbal commands to your crew chief. In addition to single-player, NASCAR 06 features online multiplayer modes for up to four players.",79,5.1
1942,NASCAR 06: Total Team Control,PlayStation 2,2005-08-30,"As the first console racing game to use voice-recognition technology, you have the edge. Call out to teammates for help, talk to your crew chief for real-time info on track conditions, as well as activate in-game menu options. New Dynamic Car Swapping: Using the right analog stick, take control of your teammate's car during a race and bring him to the front. New Interactive Crew Chief: With eight new controller commands such as Pitting With Teammates and Blocking and Holding Position, you will feel what it's like to race as a team and move to the front of the pack. Every driver has his own personality and performance characteristics matching their real-life counterparts. Create your character and work your way up the NASCAR ranks, building-up the ultimate team. Take the helm of your own racing organization and position yourself to out-perform real-world NASCAR teams, or even own them. [Electronic Arts]",78,7.6
1943,World's End Club,Switch,2021-05-28,"Renowned game writers Kotaro Uchikoshi and Kazutaka Kodaka return with a brand-new game that’s easy to dive into and full of twists and turns. This charming and vivid story of friendship and mystery will captivate new and experienced players alike. The “Go-Getters Club,” a group of misfit students from all over Japan, find themselves trapped in a strange theme park during a class trip. In order to unravel the mystery of their circumstances and find an escape, they must take part in a “Game of Fate” that will test their bonds of friendship! With colorful visuals, charming characters, accessible gameplay, and a compelling story, this is an experience you will never forget.",62,7.5
1944,Smarty Pants,Wii,2007-11-13,"How smart are you? Do you know more than your Grandma about world history? Does your little sister know more than your Dad about sports? Smarty Pants levels the playing field for friends and family, combining age-targeted trivia with action-based gestures, making it a truly trans-generational game for the Wii. The game tailors questions to the contestant's age, allowing friends and family members ages eight to eighty to play simultaneously. The game tracks every player’s answers, and adjusts the difficulty level to provide continuous stimulation and challenge. Exciting Wii gestures make everything a game, from spinning the category wheel and tug-of-wars over correct answers, to ""dance-offs"" for additional points. The game also features a family mode, where everyone tries to beat the clock and a rapid-fire competitive mode for groups of friends. The game features both competitive and collaborative game modes and 20,000 questions in multiple categories. [Electronic Arts]",65,7.5
1945,Dino Stalker,PlayStation 2,2002-09-09,"Time Gone Haywire. World War II. Fighter down. Pilot Lt. Mike Wired's plane takes heavy damage during a dogfight over the Atlantic. Forced to eject, he's suddenly enveloped in a blinding flash of white light and being guided towards an ominous jungle below. Everything around him has changed. The distant moan of strange beasts. An unfamiliar weapon appears in his hand. A thundering roar and crashing trees give way to an impossible sight...beasts from another time. What's happening? .... this can't be good. Now you determine the fate of this hero, lost in time. Face off against an onslaught of prehistoric beasts in first person perspective! And move quickly! You now battle the most ferocious creatures to ever walk the earth for your own survival! (Guncon2 light gun-compatible) [Capcom]",50,6.1
1946,The Golf Club 2019 featuring PGA Tour,Xbox One,2018-08-28,"The Golf Club 2019 brings the majesty of the sport to modern consoles and PC, setting a new franchise benchmark for authenticity and realism through improved gameplay and visuals, and featuring licensed PGA Tour courses. The all-new officially licensed PGA TOUR career mode takes players on an authentic journey through Q-School and the Web.com Tour to earn your right to play in a 32-tournament PGA TOUR season that includes beautifully precise replicas of PGA Tour courses that are accurate down to one-meter of resolution of the real-life courses. Bring your golf fantasies to life with virtually endless customization options for both your courses and characters. Compete online against friends or the world in two all-new modes -- Alt-Shot and Skins -- that have been highly requested by The Golf Club community. And finally, back by popular demand, the Online Societies feature has expanded to allow for greater accessibility and customisability. HB Studios, PGA TOUR, and 2K have joined forces as industry-leaders in sports, golf and gaming to deliver the deepest, most comprehensive virtual golf experience yet.",80,5.0
1947,The Golf Club 2019 featuring PGA Tour,PlayStation 4,2018-08-28,"Do you have what it takes to win the FedExCup on the PGA Tour? Compete in the all-new officially licensed PGA Tour Career mode. Play on famous courses like TPC Boston, TPC Sawgrass and more.",75,6.4
1948,The Golf Club 2019 featuring PGA Tour,PC,2018-08-28,"Do you have what it takes to win PGA TOUR’s FedExCup? Compete in the all new officially licensed PGA TOUR Career mode. Play on famous courses like TPC Boston, TPC Sawgrass and more.",72,4.6
1949,LawBreakers,PC,2017-08-04,"Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.",76,6.5
1950,LawBreakers,PlayStation 4,2017-08-08,"Prepare to deliver death from every angle, as you master your skills and compete in unprecedented gravity-defying combat in LawBreakers.",76,5.8
1951,Murder by Numbers,PC,2020-03-06,Solve Pixel Puzzles to find clues. Use those clues to interrogate witnesses. Work your way to the truth... ...and uncover the mystery of Murder by Numbers.,79,7.2
