,Title,platform,release_date,summary,meta_score,user_review,Wikipedia,Genre,Modes
1726,Game Party,Wii,2007-11-27,"Game Party for the Wii is a collection of classic skill games from around the world, from American sports venues to European gathering spots. Using the Wii’s unique control interface, you can play classics such as darts; modern favorites such as table hockey and hoop shoot, or participate in multiplayer trivia contests. More than a half dozen games are available. [Midway]",25,3.9,"Party Animals is a multiplayer physics-based brawler/party video game developed by Recreate Games and published by Source Technology. The game was released for Windows, Xbox One, and Xbox Series X/S on September 20, 2023.",Brawler,['Multiplayer']
1727,"What Did I Do to Deserve This, My Lord!?",PSP,2009-07-16,"[Playstation Network] Also known as ""What Did I Do To Deserve This, My Lord?!"" The goal of the game is clean and simple: As the God of Destruction, you must create a dungeon that is difficult and powerful enough to fend off human hero invasions. The dungeon must have a self-sustaining ecosystem, so players must strategically dig and create a dungeon with a balanced food chain. Periodically, human heroes will invade the dungeon in order to bring peace and harmony to the world, but they are your enemies. You must destroy the heroes before they capture the Overlord and take him back to the surface. [NIS America]",69,5.9,"What Did I Do to Deserve This, My Lord? (Japanese: 勇者のくせになまいきだ。, Hepburn: Yūsha no Kuse ni Namaiki da) is a real-time strategy game for the PlayStation Portable. The game centers on creating mazes and monsters to help defend a demon lord from heroes seeking to capture him.
The game was released in North America exclusively as a download game on the PlayStation Store, under the title Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?. However, on February 9, 2010, NIS America revealed it would be changing the game's name to avoid conflict with the Batman franchise. The game was re-released on April 22, 2010 on the PlayStation Network after it was removed to make the changes, while its sequel, What Did I Do to Deserve This, My Lord? 2, was delayed to May 4, 2010.",Real-time strategy,['Single-player']
1728,Marvel: Ultimate Alliance 2,PlayStation 3,2009-09-15,"The ""greatest Super Hero action/RPG of all time"" is back with the world’s largest army of heroes and villains in Marvel: Ultimate Alliance 2. Incorporating elements of the acclaimed Marvel Civil War storyline, the game allows players to choose their side and team up with revered heroes and villains, including Spider-Man, Wolverine, Hulk, Iron Man, Deadpool, Venom, Green Goblin and Captain America. Players can combine characters’ powers and unleash astonishing new attacks. [Activision]",74,7.3,"Marvel: Ultimate Alliance 2 is a 2009 action role-playing video game featuring characters from Marvel Comics. It is the sequel to 2006's Marvel: Ultimate Alliance, and the second installment in the Marvel: Ultimate Alliance series. The game was jointly developed by Vicarious Visions (PlayStation 3 and Xbox 360), n-Space (Nintendo DS, PlayStation 2 and Nintendo Wii) and Savage Entertainment (PlayStation Portable) and published by Activision in September 2009. A port for the PlayStation 4, Xbox One and Microsoft Windows by Zoë Mode was released in July 2016.
Unlike the first game, which featured an original plot, Ultimate Alliance 2's storyline is mostly based on the Secret War and Civil War story arcs from the Marvel comics. After a series of devastating attacks on the United States, the American government passes the Superhero Registration Act, which forces all super-powered individuals to act under official regulation, in an effort to reduce the chaos that results from their battles. The superhero community is left divided, as some, including Iron Man, support the Act, while others, such as Captain America, oppose it. The two factions quickly find themselves in conflict with each other, all the while a new enemy threatens global peace. The game features two distinct storylines depending on which faction the player selects at the start, which cross over on several instances.
Upon release, Ultimate Alliance 2 received mixed to positive reviews from critics, who generally found it to be inferior to its predecessor. The game was praised for its branching narrative, improved writing and replay value, and new additions to the character roster, but criticized for the absence of certain elements from the first game (which ""oversimplified"" the gameplay, according to some critics and players). After almost ten years without a new entry in the Marvel: Ultimate Alliance series, a reboot, Marvel Ultimate Alliance 3: The Black Order, was released in July 2019 by Nintendo, without the involvement of Activision (whose license to publish Marvel games expired in 2014).

",Action role-playing,"['Single-player', 'multiplayer']"
1729,Marvel: Ultimate Alliance 2,Xbox 360,2009-09-15,"The ""greatest Super Hero action/RPG of all time"" is back with the world’s largest army of heroes and villains in Marvel: Ultimate Alliance 2. Incorporating elements of the acclaimed Marvel Civil War storyline, the game allows players to choose their side and team up with revered heroes and villains, including Spider-Man, Wolverine, Hulk, Iron Man, Deadpool, Venom, Green Goblin and Captain America. Players can combine characters’ powers and unleash astonishing new attacks. [Activision]",73,7.4,"Marvel: Ultimate Alliance 2 is a 2009 action role-playing video game featuring characters from Marvel Comics. It is the sequel to 2006's Marvel: Ultimate Alliance, and the second installment in the Marvel: Ultimate Alliance series. The game was jointly developed by Vicarious Visions (PlayStation 3 and Xbox 360), n-Space (Nintendo DS, PlayStation 2 and Nintendo Wii) and Savage Entertainment (PlayStation Portable) and published by Activision in September 2009. A port for the PlayStation 4, Xbox One and Microsoft Windows by Zoë Mode was released in July 2016.
Unlike the first game, which featured an original plot, Ultimate Alliance 2's storyline is mostly based on the Secret War and Civil War story arcs from the Marvel comics. After a series of devastating attacks on the United States, the American government passes the Superhero Registration Act, which forces all super-powered individuals to act under official regulation, in an effort to reduce the chaos that results from their battles. The superhero community is left divided, as some, including Iron Man, support the Act, while others, such as Captain America, oppose it. The two factions quickly find themselves in conflict with each other, all the while a new enemy threatens global peace. The game features two distinct storylines depending on which faction the player selects at the start, which cross over on several instances.
Upon release, Ultimate Alliance 2 received mixed to positive reviews from critics, who generally found it to be inferior to its predecessor. The game was praised for its branching narrative, improved writing and replay value, and new additions to the character roster, but criticized for the absence of certain elements from the first game (which ""oversimplified"" the gameplay, according to some critics and players). After almost ten years without a new entry in the Marvel: Ultimate Alliance series, a reboot, Marvel Ultimate Alliance 3: The Black Order, was released in July 2019 by Nintendo, without the involvement of Activision (whose license to publish Marvel games expired in 2014).

",Action role-playing,"['Single-player', 'multiplayer']"
1730,Marvel: Ultimate Alliance 2,DS,2009-09-15,"The ""greatest Super Hero action/RPG of all time"" is back with the world’s largest army of heroes and villains in Marvel: Ultimate Alliance 2. Incorporating elements of the acclaimed Marvel Civil War storyline, the game allows players to choose their side and team up with revered heroes and villains, including Spider-Man, Wolverine, Hulk, Iron Man, Deadpool, Venom, Green Goblin and Captain America. Players can combine characters’ powers and unleash astonishing new attacks. [Activision]",65,7.0,"Marvel: Ultimate Alliance 2 is a 2009 action role-playing video game featuring characters from Marvel Comics. It is the sequel to 2006's Marvel: Ultimate Alliance, and the second installment in the Marvel: Ultimate Alliance series. The game was jointly developed by Vicarious Visions (PlayStation 3 and Xbox 360), n-Space (Nintendo DS, PlayStation 2 and Nintendo Wii) and Savage Entertainment (PlayStation Portable) and published by Activision in September 2009. A port for the PlayStation 4, Xbox One and Microsoft Windows by Zoë Mode was released in July 2016.
Unlike the first game, which featured an original plot, Ultimate Alliance 2's storyline is mostly based on the Secret War and Civil War story arcs from the Marvel comics. After a series of devastating attacks on the United States, the American government passes the Superhero Registration Act, which forces all super-powered individuals to act under official regulation, in an effort to reduce the chaos that results from their battles. The superhero community is left divided, as some, including Iron Man, support the Act, while others, such as Captain America, oppose it. The two factions quickly find themselves in conflict with each other, all the while a new enemy threatens global peace. The game features two distinct storylines depending on which faction the player selects at the start, which cross over on several instances.
Upon release, Ultimate Alliance 2 received mixed to positive reviews from critics, who generally found it to be inferior to its predecessor. The game was praised for its branching narrative, improved writing and replay value, and new additions to the character roster, but criticized for the absence of certain elements from the first game (which ""oversimplified"" the gameplay, according to some critics and players). After almost ten years without a new entry in the Marvel: Ultimate Alliance series, a reboot, Marvel Ultimate Alliance 3: The Black Order, was released in July 2019 by Nintendo, without the involvement of Activision (whose license to publish Marvel games expired in 2014).

",Action role-playing,"['Single-player', 'multiplayer']"
1731,Marvel: Ultimate Alliance 2,PC,2009-09-15,"The ""greatest Super Hero action/RPG of all time"" is back with the world’s largest army of heroes and villains in Marvel: Ultimate Alliance 2. Incorporating elements of the acclaimed Marvel Civil War storyline, the game allows players to choose their side and team up with revered heroes and villains, including Spider-Man, Wolverine, Hulk, Iron Man, Deadpool, Venom, Green Goblin and Captain America. Players can combine characters’ powers and unleash astonishing new attacks. [Activision]",50,5.7,"Marvel: Ultimate Alliance 2 is a 2009 action role-playing video game featuring characters from Marvel Comics. It is the sequel to 2006's Marvel: Ultimate Alliance, and the second installment in the Marvel: Ultimate Alliance series. The game was jointly developed by Vicarious Visions (PlayStation 3 and Xbox 360), n-Space (Nintendo DS, PlayStation 2 and Nintendo Wii) and Savage Entertainment (PlayStation Portable) and published by Activision in September 2009. A port for the PlayStation 4, Xbox One and Microsoft Windows by Zoë Mode was released in July 2016.
Unlike the first game, which featured an original plot, Ultimate Alliance 2's storyline is mostly based on the Secret War and Civil War story arcs from the Marvel comics. After a series of devastating attacks on the United States, the American government passes the Superhero Registration Act, which forces all super-powered individuals to act under official regulation, in an effort to reduce the chaos that results from their battles. The superhero community is left divided, as some, including Iron Man, support the Act, while others, such as Captain America, oppose it. The two factions quickly find themselves in conflict with each other, all the while a new enemy threatens global peace. The game features two distinct storylines depending on which faction the player selects at the start, which cross over on several instances.
Upon release, Ultimate Alliance 2 received mixed to positive reviews from critics, who generally found it to be inferior to its predecessor. The game was praised for its branching narrative, improved writing and replay value, and new additions to the character roster, but criticized for the absence of certain elements from the first game (which ""oversimplified"" the gameplay, according to some critics and players). After almost ten years without a new entry in the Marvel: Ultimate Alliance series, a reboot, Marvel Ultimate Alliance 3: The Black Order, was released in July 2019 by Nintendo, without the involvement of Activision (whose license to publish Marvel games expired in 2014).

",Action role-playing,"['Single-player', 'multiplayer']"
1732,Nano Assault,3DS,2011-12-05,"In Nano Assault, players blast their way through 32 twisted cell stages and dark worlds with rugged landscapes that adjust in difficulty based on the player's skill level. Prepare to battle and defeat extreme nemeses including the Black Nucleus, Hyper Blobs and Spore Plants using powerful beams, energetic bombs and other unlockable assault weapons. To ensure successful missions, players can clone and respawn themselves to continue the journey anytime. Special features include Missions Mode, an unlockable arcade style cell stage where players must beat the clock by destroying the most enemies, and Hall of Fame, a bragging rights leaderboard where players can publish and compare high level scores with friends. Additionally, players will be able to use the StreetPass feature to trade unlocked content.",75,7.7,"Nano Assault is a shoot 'em up video game developed by Shin'en Multimedia for the Nintendo 3DS, originally published as a retail title by Majesco Entertainment in 2011, while the Japanese version was published by CyberFront on 19 April 2012. It is the spiritual successor to the Nintendo DS games Nanostray and Nanostray 2.
In March 2013, Shin'en published an enhanced version entitled Nano Assault EX, with visual improvements and additional gameplay features. This version is distributed exclusively via the Nintendo eShop.",Shoot 'em up,['Single-player']
1733,Jagged Alliance: Crossfire,PC,2012-08-24,"Jagged Alliance: Crossfire is a stand-alone expansion to the hit tactical RPG Jagged Alliance: Back in Action that adds new mercenaries, new environments, and new weapons.",63,4.4,"Jagged Alliance is a series of turn-based tactics video games. The first games in the series were released for DOS. From Jagged Alliance 2 on, the games were developed using DirectX for native Windows operation. Jagged Alliance 2 was also released for Linux and is available on Steam and on GOG.com for Windows.",Tactical role-playing,[]
1734,Speedball 2 - Tournament,PC,2007-11-27,"In 2326, rival gangs form an ultra-violent streetsports league Speedball to settle their deadly disputes. Two teams face each other in bloody battles for a steel ball: Nine on nine – in an all-out rush on the opponents’ goal. Almost any malicious move is permitted. The winner of the matches secures supremacy over the city. The highly anticipated PC revival to the legendary Amiga classic transforms the futuristic game setting with state-of-the-art technology into a high-speed online sports spectacle. Offering international leagues, a worldwide ranking system and an intuitive matchmaking function, Speedball 2 - Tournament pulls all registers of modern multiplayer gaming action. Fully customisable male, female and cyborg characters, dynamic sports battles, and a unique online community platform with online player and clan profiles will thrill sports simulation enthusiasts, action fans, and e-sports experts likewise. [Valve]",62,7.2,"Speedball 2: Brutal Deluxe is a 1990 video game based on a violent futuristic cyberpunk sport that draws on elements of handball and ice hockey, and rewards violent play as well as goals. The concept of the game is very reminiscent of the 1975 film Rollerball. The original game was developed by Bitmap Brothers, with various remakes for many platforms since being published. It is a sequel to the 1988 game Speedball.
The game was released for multiple platforms: the Acorn Archimedes, Atari Jaguar, Atari ST, Amiga, Amiga CD32, IBM PC compatibles, Commodore 64, Mega Drive, Master System, Game Boy and Game Boy Advance. The first version was simultaneously developed and released for the Amiga and the Atari ST in 1990.",Sports,"['Single-player', 'multiplayer']"
1735,Evergrace,PlayStation 2,2000-10-24,Enter a world of intense magic and thunderous battles - where your survival is determined on collecting powerful artifacts and fashioning them to your armour and weaponry. Two complete adventures await Darius and Sharline - heroes who must face an evil reborn. Begin your journey as either hero and discover unique characters and monsters for each adventurer. Master the art of arming yourself with items of incredible might and untold magical abilities to thwart the powers of darkness that have swept into your once peaceful land.,59,7.9,"Evergrace is a 2000 action role-playing game developed by FromSoftware for the PlayStation 2 (PS2). It was released in Japan in April 2000 by FromSoftware, North America by Agetec in October 2000 as a launch title for the PS2 in the region and PAL territories in January 2001 by Ubisoft and Crave Entertainment.IGN gave some praise to the game for its innovations at the time, including its full use of the DualShock 2 controller's buttons and the unique ""paper doll"" system in which the player's avatar actually visibly wears the armor and clothing assigned to it. But the website said most aspects of the game were fairly ""run-of-the-mill"" without being egregiously bad. GameSpot criticized the game for its dated visuals and laggy gameplay during battles. The website said that the interesting features do not overshadow the fact that the ""core gameplay is awkward and uninteresting"".",Action role-playing,['Single-player']
1736,Dead Synchronicity: Tomorrow Comes Today,PC,2015-04-10,"A dying reality, a universe that is fading into the background. A merciless world that gets sick and vanishes. No past, no present, no future; only the impending moment of “dead synchronicity” ahead. Will you be able to stop it? Because, otherwise... what will you do when Time dissolves itself?",70,7.6,"Dead Synchronicity (full title Dead Synchronicity: Tomorrow Comes Today) is an episodic point-and-click adventure game set in a post-apocalyptic future. The game was partly funded through the Kickstarter crowd-funding website, with the first episode released in April 2015.",Point-and-click adventure game,[]
1737,Dead Synchronicity: Tomorrow Comes Today,PlayStation 4,2016-10-04,"The story of Michael, a man who must recover his identity and decode the two events that brought the world to the edge of collapse. The first one is the so-called “Great Wave,” an inexplicable chain of natural disasters. The second is a pandemic that turned humans into “the Dissolved,” infected beings that eventually dissolve into blood.",69,6.4,"Dead Synchronicity (full title Dead Synchronicity: Tomorrow Comes Today) is an episodic point-and-click adventure game set in a post-apocalyptic future. The game was partly funded through the Kickstarter crowd-funding website, with the first episode released in April 2015.",Point-and-click adventure game,[]
1738,Earth Atlantis,Switch,2017-10-05,"Earth Atlantis is a side-scrolling shooter with an original ""Monster-Hunting"" gameplay. Search and hunt down dreadful sea monsters and explore the post-apocalyptic underwater world. Unlock multiple ships with special weapons and abilities for your journey and become a legendary hunter. [Nintendo]",71,7.1,"Starfield is an action role-playing game developed by Bethesda Game Studios and published by Bethesda Softworks. It was announced during Bethesda's E3 presentation in 2018. The game takes place in a space-themed setting, and is the first new intellectual property developed by Bethesda in 25 years. The game was released for Windows and Xbox Series X/S on September 6, 2023.
The game received generally positive reviews from critics, with particular praise for its open world, setting, and soundtrack, though its story and exploration divided critics.

",Action role-playing,['Single-player']
1739,Earth Atlantis,Xbox One,2018-06-01,"A side-scrolling shooter with a monster hunting gameplay, you must search and hunt down dreadful sea monsters and explore the post-apocalyptic underwater world of Earth Atlantis. Unlock multiple ships with special weapons and abilities for your journey and become a legendary hunter.",69,7.4,"Starfield is an action role-playing game developed by Bethesda Game Studios and published by Bethesda Softworks. It was announced during Bethesda's E3 presentation in 2018. The game takes place in a space-themed setting, and is the first new intellectual property developed by Bethesda in 25 years. The game was released for Windows and Xbox Series X/S on September 6, 2023.
The game received generally positive reviews from critics, with particular praise for its open world, setting, and soundtrack, though its story and exploration divided critics.

",Action role-playing,['Single-player']
1740,The Golden Compass,DS,2007-12-04,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",46,5.9,"The Golden Compass is a 2007 action-adventure puzzle video game developed by Shiny Entertainment for PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360 and Microsoft Windows, and by A2M for Nintendo DS. The game was published on all platforms by Sega, and was released in Europe in November 2007 (except the PSP and Windows versions, which were released in December), and in North America in December.
It is the video game of the 2007 film of the same name, although it is also partially based on the 1995 novel upon which the film is based, Northern Lights by Philip Pullman. The game was released prior to the film and features a slightly different sequence of events towards the end of the story, as well as additional footage at the end of the game not seen in the film. This was due to a last minute re-edit of the last half-hour of the film by New Line Cinema, which could not be incorporated into the game, as it was based on the shooting script. Due to this the game manages to portray motives and themes of the book in much more detail, including details only present in later books of the trilogy.  The Golden Compass was the last game developed by Shiny before Foundation 9 Entertainment merged them with The Collective. A significant feature has Dakota Blue Richards and Freddie Highmore reprising their roles from the film.
The game received primarily negative reviews across all platforms, with many reviewers arguing the plot was incomprehensible unless one were familiar with the film and/or novel. Other common criticisms included graphical glitches, poor gameplay and level design, bugs, and a general sense that the game was rushed to release before it was ready (a common aspect of licensed tie in games from this era).",Action-adventure,"['Single-player', 'multiplayer']"
1741,The Golden Compass,Xbox 360,2007-12-04,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",43,5.2,"The Golden Compass is a 2007 action-adventure puzzle video game developed by Shiny Entertainment for PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360 and Microsoft Windows, and by A2M for Nintendo DS. The game was published on all platforms by Sega, and was released in Europe in November 2007 (except the PSP and Windows versions, which were released in December), and in North America in December.
It is the video game of the 2007 film of the same name, although it is also partially based on the 1995 novel upon which the film is based, Northern Lights by Philip Pullman. The game was released prior to the film and features a slightly different sequence of events towards the end of the story, as well as additional footage at the end of the game not seen in the film. This was due to a last minute re-edit of the last half-hour of the film by New Line Cinema, which could not be incorporated into the game, as it was based on the shooting script. Due to this the game manages to portray motives and themes of the book in much more detail, including details only present in later books of the trilogy.  The Golden Compass was the last game developed by Shiny before Foundation 9 Entertainment merged them with The Collective. A significant feature has Dakota Blue Richards and Freddie Highmore reprising their roles from the film.
The game received primarily negative reviews across all platforms, with many reviewers arguing the plot was incomprehensible unless one were familiar with the film and/or novel. Other common criticisms included graphical glitches, poor gameplay and level design, bugs, and a general sense that the game was rushed to release before it was ready (a common aspect of licensed tie in games from this era).",Action-adventure,"['Single-player', 'multiplayer']"
1742,The Golden Compass,PlayStation 3,2007-12-04,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",41,4.3,"The Golden Compass is a 2007 action-adventure puzzle video game developed by Shiny Entertainment for PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360 and Microsoft Windows, and by A2M for Nintendo DS. The game was published on all platforms by Sega, and was released in Europe in November 2007 (except the PSP and Windows versions, which were released in December), and in North America in December.
It is the video game of the 2007 film of the same name, although it is also partially based on the 1995 novel upon which the film is based, Northern Lights by Philip Pullman. The game was released prior to the film and features a slightly different sequence of events towards the end of the story, as well as additional footage at the end of the game not seen in the film. This was due to a last minute re-edit of the last half-hour of the film by New Line Cinema, which could not be incorporated into the game, as it was based on the shooting script. Due to this the game manages to portray motives and themes of the book in much more detail, including details only present in later books of the trilogy.  The Golden Compass was the last game developed by Shiny before Foundation 9 Entertainment merged them with The Collective. A significant feature has Dakota Blue Richards and Freddie Highmore reprising their roles from the film.
The game received primarily negative reviews across all platforms, with many reviewers arguing the plot was incomprehensible unless one were familiar with the film and/or novel. Other common criticisms included graphical glitches, poor gameplay and level design, bugs, and a general sense that the game was rushed to release before it was ready (a common aspect of licensed tie in games from this era).",Action-adventure,"['Single-player', 'multiplayer']"
1743,The Golden Compass,PlayStation 3,2007-12-04,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",40,4.8,"The Golden Compass is a 2007 action-adventure puzzle video game developed by Shiny Entertainment for PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360 and Microsoft Windows, and by A2M for Nintendo DS. The game was published on all platforms by Sega, and was released in Europe in November 2007 (except the PSP and Windows versions, which were released in December), and in North America in December.
It is the video game of the 2007 film of the same name, although it is also partially based on the 1995 novel upon which the film is based, Northern Lights by Philip Pullman. The game was released prior to the film and features a slightly different sequence of events towards the end of the story, as well as additional footage at the end of the game not seen in the film. This was due to a last minute re-edit of the last half-hour of the film by New Line Cinema, which could not be incorporated into the game, as it was based on the shooting script. Due to this the game manages to portray motives and themes of the book in much more detail, including details only present in later books of the trilogy.  The Golden Compass was the last game developed by Shiny before Foundation 9 Entertainment merged them with The Collective. A significant feature has Dakota Blue Richards and Freddie Highmore reprising their roles from the film.
The game received primarily negative reviews across all platforms, with many reviewers arguing the plot was incomprehensible unless one were familiar with the film and/or novel. Other common criticisms included graphical glitches, poor gameplay and level design, bugs, and a general sense that the game was rushed to release before it was ready (a common aspect of licensed tie in games from this era).",Action-adventure,"['Single-player', 'multiplayer']"
1744,The Golden Compass,Wii,2007-12-04,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",35,7.3,"The Golden Compass is a 2007 action-adventure puzzle video game developed by Shiny Entertainment for PlayStation 2, PlayStation 3, PlayStation Portable, Wii, Xbox 360 and Microsoft Windows, and by A2M for Nintendo DS. The game was published on all platforms by Sega, and was released in Europe in November 2007 (except the PSP and Windows versions, which were released in December), and in North America in December.
It is the video game of the 2007 film of the same name, although it is also partially based on the 1995 novel upon which the film is based, Northern Lights by Philip Pullman. The game was released prior to the film and features a slightly different sequence of events towards the end of the story, as well as additional footage at the end of the game not seen in the film. This was due to a last minute re-edit of the last half-hour of the film by New Line Cinema, which could not be incorporated into the game, as it was based on the shooting script. Due to this the game manages to portray motives and themes of the book in much more detail, including details only present in later books of the trilogy.  The Golden Compass was the last game developed by Shiny before Foundation 9 Entertainment merged them with The Collective. A significant feature has Dakota Blue Richards and Freddie Highmore reprising their roles from the film.
The game received primarily negative reviews across all platforms, with many reviewers arguing the plot was incomprehensible unless one were familiar with the film and/or novel. Other common criticisms included graphical glitches, poor gameplay and level design, bugs, and a general sense that the game was rushed to release before it was ready (a common aspect of licensed tie in games from this era).",Action-adventure,"['Single-player', 'multiplayer']"
1745,Never Give Up,Switch,2019-08-13,"Never Give Up is packed full of vicious traps and hazards specifically designed to turn you into bloody chunks. When the going gets tough, the tough don't quit! From the creators of the brutal and beloved web series enjoyed by millions of players worldwide comes another installment of hardcore, skill-intensive platforming. Every time you beat a level, another element is layered in to make it even harder. Buzzsaws? Yup. Guided missiles? Mhmm. Giant rhino mechs? You know it. Never Give Up has all that and more with over 250 stages, huge boss battles, and voice acting from Arin Hanson.",78,8.0,"Never Give Up is a 2D platform game developed by Massive Monster and Tasselfoot and published by Armor Games on August 13, 2019. The game follows a stick figure man named Blue who awakes in a strange facility and tries to escape it. The main gameplay consists of several level ""sets"", each of which contain several increasingly difficult iterations on the same level. The game is a reboot of the Give Up series, also published by Armor Games, and includes full voice acting by Arin Hanson of Game Grumps.",Platform,['Single-player']
1746,TouchMaster,DS,2007-06-25,"The wide variety of highly interactive mini-games made Midway's Touchmaster a favorite in bars and arcades across the country are will now be available whenever, wherever with Touchmaster DS. The game is a natural fit for the touchscreen and stylus of Nintendo DS, and is perfect for a quick gameplay session. There's something for everyone to choose from, with a wide variety of 23 Midway's classic Touchmaster games, including Trivia, Solitaire, Gem Slide and Mah Jongg. With the Nintendo DS Wi-Fi connection, players can connect to the Midway Tournament Network for high scores, tournaments and daily rankings. [Midway]",71,5.8,"TouchMaster is a video game created by Midway Games for the Nintendo DS. It supports Nintendo Wi-Fi Connection and was released on June 25, 2007 in North America. A sequel, Touchmaster 2 (known as More Touchmaster in Europe), was released on November 3, 2008. A second sequel called TouchMaster 3 was released on October 27, 2009. The fourth and final sequel, Touchmaster: Connect (known as Touchmaster 4: Connect in Europe), which used to allow players to post high scores to Facebook and Twitter, was released in 2010. Touchmaster tests the player's skills on the Nintendo DS with a variety of games and challenges.
The games share the TouchMaster name with Midway's previous series of coin-operated touchscreen games.",,[]
